Precinct,WESLEY HUNT,VIRGIL JOHN BIERSCHWALE,JOHN O. ADEFOPE,JOHN CORNYN,ANNA BENDER,SARA CANADY,"GULREZ ""GUS"" KHAN",KEN PAXTON,Cast Votes,Undervotes,Overvotes,Mail Ballots,Early Voting,Election Day,EV Provisional,ED Provisional,Total Ballots Cast,Registered Voters,Turnout %
367,12,0,0,19,0,1,1,23,56,2,0,0,29,29,0,0,58,0,0
368,9,1,0,11,1,1,0,25,48,1,0,3,38,8,0,0,49,0,0
369,5,0,0,6,0,0,0,0,11,0,0,0,4,6,1,0,11,0,0
370,105,3,2,136,6,5,2,177,436,3,0,7,274,155,3,0,439,0,0
371,0,0,0,2,0,1,0,3,6,1,0,0,2,5,0,0,7,0,0
372,11,0,0,13,0,0,0,10,34,0,0,1,24,9,0,0,34,0,0
373,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,2,0,0
374,5,0,0,15,1,0,0,11,32,0,0,2,14,16,0,0,32,0,0
375,23,1,0,29,6,1,0,46,106,0,0,6,66,34,0,0,106,0,0
376,5,0,0,31,4,0,0,30,70,1,0,5,34,31,0,1,71,0,0
377,14,0,0,32,3,1,2,40,92,4,0,6,59,31,0,0,96,0,0
378,35,0,1,57,1,2,1,86,183,2,0,10,81,94,0,0,185,0,0
379,11,1,0,8,2,3,1,10,36,0,0,1,17,18,0,0,36,0,0
380,69,1,0,152,3,1,2,162,390,4,0,8,252,134,0,0,394,0,0
381,28,1,2,29,6,1,1,30,98,1,0,1,69,29,0,0,99,0,0
382,30,1,1,41,2,1,0,58,134,2,0,5,81,50,0,0,136,0,0
383,25,1,0,27,1,1,3,61,119,0,0,2,68,49,0,0,119,0,0
384,14,0,2,22,1,2,2,24,67,1,0,1,49,18,0,0,68,0,0
385,126,1,0,259,3,2,0,136,527,3,0,17,331,179,3,0,530,0,0
386,69,1,2,177,4,4,1,172,430,7,0,20,258,159,0,0,437,0,0
387,101,4,3,174,4,4,1,232,523,9,0,12,341,178,0,1,532,0,0
388,28,2,3,39,4,1,1,49,127,2,0,3,82,44,0,0,129,0,0
389,3,0,0,1,0,0,0,2,6,0,0,0,2,4,0,0,6,0,0
390,6,0,0,14,0,0,0,8,28,1,0,0,13,16,0,0,29,0,0
391,27,0,0,94,3,0,5,63,192,1,0,11,125,57,0,0,193,0,0
392,3,0,0,2,0,0,0,1,6,1,0,0,5,2,0,0,7,0,0
393,16,0,2,31,1,2,3,17,72,2,0,7,40,26,0,1,74,0,0
394,5,0,0,12,0,1,1,12,31,0,0,0,21,10,0,0,31,0,0
395,57,0,2,106,2,2,1,111,281,2,0,12,149,122,0,0,283,0,0
396,10,1,1,11,0,1,0,5,29,0,0,2,17,10,0,0,29,0,0
397,4,0,0,16,0,0,0,10,30,0,0,5,14,11,0,0,30,0,0
398,41,0,1,98,3,1,2,119,265,3,0,5,155,108,0,0,268,0,0
399,14,0,2,55,1,0,1,50,123,2,0,14,65,46,0,0,125,0,0
401,9,0,1,6,0,1,0,9,26,0,0,0,14,12,0,0,26,0,0
402,14,0,0,14,2,0,1,8,39,0,0,1,22,16,0,0,39,0,0
403,46,1,0,107,3,1,1,74,233,4,0,8,107,122,0,0,237,0,0
404,22,2,2,64,4,1,2,81,178,0,0,16,95,66,1,0,178,0,0
405,112,7,3,184,5,4,0,286,601,5,0,14,379,212,1,0,606,0,0
406,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0
407,105,0,6,172,4,3,4,174,468,10,0,23,245,210,0,0,478,0,0
408,9,1,0,26,2,1,0,10,49,1,0,4,26,20,0,0,50,0,0
409,6,1,1,23,4,2,1,18,56,3,0,6,31,22,0,0,59,0,0
410,11,1,0,13,0,0,0,12,37,0,0,2,23,12,0,0,37,0,0
411,18,2,0,26,3,1,0,20,70,0,1,2,37,32,0,0,71,0,0
412,0,0,0,5,0,0,0,0,5,0,0,0,2,3,0,0,5,0,0
413,45,0,1,80,4,0,0,68,198,2,0,16,122,62,0,0,200,0,0
414,49,0,2,160,7,2,0,93,313,2,0,18,198,99,0,0,315,0,0
415,36,0,3,106,1,2,0,128,276,2,0,16,180,79,3,0,278,0,0
416,49,1,2,72,2,1,6,89,222,2,0,8,83,133,0,0,224,0,0
417,17,1,0,24,1,0,0,45,88,2,0,1,57,32,0,0,90,0,0
418,28,6,4,79,6,3,0,65,191,1,0,7,109,75,1,0,192,0,0
419,38,2,2,93,6,0,2,101,244,4,0,13,161,73,1,0,248,0,0
420,81,1,3,166,3,2,3,177,436,3,0,22,299,118,0,0,439,0,0
421,37,0,1,70,5,4,2,94,213,0,0,4,115,93,1,0,213,0,0
422,11,1,0,15,1,0,0,10,38,1,0,0,21,16,0,2,39,0,0
423,7,0,3,17,0,0,0,14,41,1,0,6,16,20,0,0,42,0,0
424,34,0,1,68,2,4,0,56,165,0,0,2,107,56,0,0,165,0,0
425,7,1,2,19,0,0,0,22,51,0,0,0,37,14,0,0,51,0,0
426,17,3,2,55,0,1,1,42,121,2,0,9,67,46,1,0,123,0,0
427,9,1,1,22,1,0,0,18,52,0,0,5,37,10,0,0,52,0,0
428,14,1,3,36,4,3,7,31,99,7,0,5,66,35,0,0,106,0,0
429,10,4,2,43,6,2,4,36,107,2,0,7,64,38,0,0,109,0,0
430,4,1,1,18,1,1,1,7,34,2,0,1,21,14,0,0,36,0,0
431,15,2,1,29,4,0,4,24,79,0,0,2,49,28,0,0,79,0,0
432,11,0,2,13,0,0,3,10,39,0,0,1,22,16,0,0,39,0,0
433,2,0,0,6,0,0,0,2,10,0,0,1,4,5,0,0,10,0,0
434,25,0,2,121,1,0,0,62,211,2,0,10,126,72,4,1,213,0,0
435,108,3,6,252,2,2,4,167,544,9,0,28,348,176,1,0,553,0,0
436,93,1,2,212,3,2,4,111,428,6,1,15,250,168,0,2,435,0,0
437,121,1,1,135,2,5,2,133,400,4,0,17,211,175,0,1,404,0,0
438,154,2,3,300,1,4,4,208,676,4,0,24,438,217,1,0,680,0,0
439,141,3,1,247,7,4,3,174,580,8,0,22,299,267,0,0,588,0,0
440,152,2,1,304,3,3,1,173,639,5,0,11,376,257,0,0,644,0,0
441,84,0,3,171,2,1,2,90,353,5,0,4,232,122,0,0,358,0,0
442,164,3,3,291,3,9,3,316,792,3,0,21,511,262,1,0,795,0,0
443,28,2,1,73,2,0,0,36,142,0,0,4,102,36,0,0,142,0,0
444,75,2,4,108,6,0,2,132,329,3,0,13,168,151,0,0,332,0,0
445,49,1,1,96,0,6,0,83,236,4,0,22,127,91,0,0,240,0,0
446,1,1,0,5,1,0,0,8,16,0,0,0,13,3,0,0,16,0,0
447,31,0,1,66,2,5,1,72,178,0,0,3,116,59,0,0,178,0,0
448,83,1,0,149,3,2,1,161,400,4,0,11,254,137,1,1,404,0,0
450,21,0,0,53,3,0,1,44,122,1,0,3,70,50,0,0,123,0,0
451,172,3,4,290,1,8,2,225,705,7,0,36,420,256,0,0,712,0,0
452,52,1,0,94,3,4,0,144,298,4,0,6,174,122,0,0,302,0,0
453,13,0,1,19,0,0,0,16,49,1,0,2,21,27,0,0,50,0,0
454,2,0,0,1,0,0,1,2,6,1,0,0,5,2,0,0,7,0,0
455,3,0,0,3,1,1,0,5,13,0,0,0,7,6,0,0,13,0,0
456,55,3,3,112,3,4,2,108,290,3,0,17,175,100,1,0,293,0,0
458,8,1,0,5,1,0,1,12,28,1,0,0,17,12,0,0,29,0,0
459,140,4,2,332,6,6,5,314,809,14,0,19,571,233,0,0,823,0,0
460,47,4,2,48,7,3,1,59,171,4,0,1,118,56,0,0,175,0,0
461,144,3,1,462,7,6,5,194,822,11,1,126,407,297,4,0,834,0,0
462,45,0,1,97,5,2,0,79,229,3,0,6,143,83,0,0,232,0,0
463,29,0,1,33,1,2,3,33,102,0,0,1,39,62,0,0,102,0,0
464,57,1,2,86,6,11,2,92,257,0,0,9,129,119,0,0,257,0,0
465,37,1,1,91,4,1,1,102,238,4,0,15,144,83,0,0,242,0,0
466,72,1,0,200,1,2,4,178,458,6,0,40,281,143,0,0,464,0,0
467,10,3,0,11,1,0,0,24,49,0,0,0,28,21,0,0,49,0,0
468,29,3,4,54,7,5,2,50,154,1,1,6,79,71,0,0,156,0,0
469,92,3,4,278,3,3,4,280,667,8,0,30,448,191,6,0,675,0,0
470,24,5,1,74,2,1,2,74,183,1,0,6,111,66,1,0,184,0,0
471,54,1,3,131,4,2,5,207,407,3,0,12,247,150,1,0,410,0,0
472,7,0,0,52,2,1,0,21,83,2,0,2,39,44,0,0,85,0,0
473,59,1,0,144,1,0,3,124,332,3,0,21,202,112,0,0,335,0,0
474,28,0,0,41,2,3,0,64,138,2,0,2,90,48,0,0,140,0,0
475,4,1,0,25,2,0,1,31,64,1,0,0,47,18,0,0,65,0,0
476,8,0,1,17,0,0,1,35,62,1,0,5,33,25,0,0,63,0,0
477,123,3,1,166,11,2,2,184,492,5,0,22,286,187,1,1,497,0,0
478,81,5,2,161,3,6,3,145,406,6,0,15,252,144,1,0,412,0,0
479,121,1,1,225,10,2,4,283,647,7,0,19,358,277,0,0,654,0,0
480,73,1,0,118,3,1,1,157,354,5,0,18,211,130,0,0,359,0,0
481,103,1,1,177,7,3,3,251,546,2,0,6,343,199,0,0,548,0,0
482,97,3,3,143,4,2,1,173,426,4,0,21,249,158,0,2,430,0,0
483,99,1,1,141,2,4,3,151,402,2,0,10,276,116,2,0,404,0,0
484,123,2,2,157,4,3,2,182,475,7,1,11,303,168,1,0,483,0,0
485,102,2,3,146,9,4,5,221,492,3,0,11,314,170,0,0,495,0,0
486,156,1,2,266,3,3,5,327,763,7,0,23,488,259,0,0,770,0,0
487,18,3,4,76,4,5,0,24,134,10,0,9,91,44,0,0,144,0,0
488,23,1,1,46,1,0,1,31,104,1,0,7,62,36,0,0,105,0,0
489,19,1,1,33,1,0,0,51,106,0,0,2,67,37,0,0,106,0,0
490,26,2,2,61,7,4,1,45,148,1,0,8,95,45,1,0,149,0,0
491,37,1,5,102,2,1,1,72,221,2,0,8,128,87,0,0,223,0,0
492,53,1,3,112,4,1,3,88,265,3,0,21,153,94,0,0,268,0,0
493,37,1,1,87,1,5,0,92,224,6,0,10,157,63,0,0,230,0,0
494,11,2,1,16,4,0,2,9,45,1,0,3,21,22,0,0,46,0,0
495,78,3,1,137,1,3,2,166,391,3,0,7,245,142,0,0,394,0,0
496,21,1,1,37,3,0,0,28,91,1,0,3,48,41,0,0,92,0,0
497,0,0,0,8,0,0,0,0,8,1,0,0,4,4,1,0,9,0,0
498,25,0,0,24,2,1,0,54,106,3,0,6,67,36,0,0,109,0,0
499,126,0,1,210,3,3,3,169,515,0,0,24,328,163,0,0,515,0,0
500,81,3,1,176,3,7,4,196,471,12,0,27,248,208,0,0,483,0,0
501,39,1,0,60,2,0,4,41,147,0,0,2,78,67,0,0,147,0,0
502,86,5,3,174,2,6,3,209,488,8,0,13,306,177,0,0,496,0,0
503,116,1,0,137,3,3,1,152,413,4,0,7,249,161,0,0,417,0,0
504,76,0,0,148,6,4,4,133,371,1,0,7,237,128,0,0,372,0,0
505,67,2,0,103,1,5,1,107,286,2,0,9,152,125,2,0,288,0,0
506,21,0,2,36,2,2,1,28,92,0,0,7,43,42,0,0,92,0,0
507,7,1,2,21,1,3,0,11,46,9,0,0,10,45,0,0,55,0,0
508,33,4,4,85,4,8,6,89,233,14,0,7,160,80,0,0,247,0,0
509,23,0,3,31,4,3,0,35,99,3,0,4,60,38,0,0,102,0,0
510,45,0,2,130,8,2,3,119,309,4,0,16,184,113,0,0,313,0,0
511,91,5,1,129,10,1,2,169,408,1,0,5,282,122,0,0,409,0,0
512,55,1,4,81,1,3,1,77,223,4,0,8,119,100,0,0,227,0,0
513,112,1,2,246,6,5,2,195,569,4,0,28,330,215,0,0,573,0,0
514,93,1,1,196,7,7,4,242,551,4,0,22,343,188,1,1,555,0,0
515,136,1,0,263,1,7,1,183,592,6,0,22,318,257,1,0,598,0,0
516,32,0,0,67,2,1,0,108,210,2,0,4,131,77,0,0,212,0,0
517,31,1,4,72,5,1,3,78,195,2,0,12,117,68,0,0,197,0,0
518,116,2,2,171,6,2,7,171,477,4,0,8,295,178,0,0,481,0,0
519,67,2,1,141,2,1,1,152,367,6,0,10,251,112,0,0,373,0,0
520,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
521,43,0,1,76,9,3,3,100,235,3,1,5,146,88,0,0,239,0,0
522,128,4,1,178,4,5,0,215,535,6,0,20,300,221,0,0,541,0,0
523,74,4,0,109,6,6,4,145,348,9,0,3,249,104,1,0,357,0,0
524,21,3,2,81,4,2,3,62,178,6,0,15,89,80,0,0,184,0,0
525,19,0,4,43,4,1,0,36,107,3,0,4,56,50,0,0,110,0,0
526,5,0,0,4,2,0,0,10,21,0,0,0,10,11,0,0,21,0,0
527,1,1,1,8,1,0,0,5,17,0,0,0,13,4,0,0,17,0,0
528,8,0,0,12,0,2,1,3,26,0,0,1,19,6,0,0,26,0,0
529,199,0,3,253,5,4,2,323,789,7,0,18,570,207,1,0,796,0,0
530,8,1,0,5,0,1,1,12,28,2,0,0,15,15,0,0,30,0,0
531,52,5,0,134,3,2,1,208,405,6,0,13,293,105,0,0,411,0,0
532,15,1,1,40,1,1,1,47,107,0,0,3,56,48,0,0,107,0,0
533,3,0,0,11,1,1,0,12,28,1,0,1,17,11,0,0,29,0,0
534,30,0,1,88,2,3,3,89,216,2,0,10,144,64,0,0,218,0,0
535,1,0,1,1,1,1,0,6,11,2,0,0,8,5,0,0,13,0,0
536,31,7,6,80,7,3,4,56,194,3,0,2,123,71,1,0,197,0,0
537,93,4,1,293,6,3,4,218,622,11,0,46,447,138,2,0,633,0,0
538,5,0,0,4,1,1,1,3,15,0,0,1,10,4,0,0,15,0,0
539,24,1,1,39,1,2,0,53,121,3,0,2,60,62,0,0,124,0,0
540,17,0,0,64,1,0,2,42,126,0,0,13,74,38,1,0,126,0,0
541,4,0,0,5,1,0,0,2,12,0,0,0,10,1,1,0,12,0,0
542,9,0,1,5,1,0,0,12,28,1,0,0,15,14,0,0,29,0,0
543,11,0,0,26,1,2,0,24,64,0,0,3,29,32,0,0,64,0,0
544,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,2,0,0
545,42,1,7,106,4,1,0,93,254,5,0,8,182,69,0,0,259,0,0
546,103,2,0,309,3,1,0,241,659,4,0,15,462,186,0,0,663,0,0
547,39,0,1,101,6,3,1,119,270,3,0,8,185,80,0,0,273,0,0
548,19,0,1,50,0,2,0,68,140,0,0,7,75,58,0,0,140,0,0
549,4,0,0,13,4,0,1,25,47,0,0,0,28,19,0,0,47,0,0
550,21,1,0,51,3,1,1,61,139,0,0,4,63,72,0,0,139,0,0
551,135,2,4,214,4,2,2,178,541,0,0,10,280,251,0,0,541,0,0
552,200,4,2,260,4,3,2,326,801,2,0,13,421,369,0,0,803,0,0
553,30,1,8,49,0,5,0,54,147,0,1,6,77,65,0,0,148,0,0
554,5,0,1,14,0,2,0,17,39,1,0,4,20,15,1,0,40,0,0
555,9,0,1,24,1,0,1,11,47,0,0,0,32,15,0,0,47,0,0
556,13,1,2,32,0,2,0,28,78,4,0,7,51,24,0,0,82,0,0
557,16,6,6,49,3,6,3,36,125,7,0,2,90,40,0,0,132,0,0
558,16,0,0,25,0,1,0,21,63,2,0,0,42,23,0,0,65,0,0
559,19,2,0,50,2,2,4,52,131,3,0,5,78,51,0,0,134,0,0
560,6,1,1,13,0,2,0,6,29,1,0,2,9,19,0,0,30,0,0
561,56,2,2,93,4,4,1,132,294,5,0,8,136,154,1,0,299,0,0
562,3,0,0,2,1,0,0,2,8,0,0,0,5,3,0,0,8,0,0
563,131,1,1,292,6,3,1,269,704,11,0,30,487,196,2,0,715,0,0
564,10,0,0,25,1,0,0,27,63,0,0,2,41,20,0,0,63,0,0
565,5,0,3,7,1,1,1,8,26,0,0,0,17,9,0,0,26,0,0
566,20,1,2,35,3,1,1,44,107,5,0,2,80,30,0,0,112,0,0
567,7,5,2,39,2,1,2,23,81,2,0,1,59,23,0,0,83,0,0
568,106,2,0,218,4,4,3,202,539,3,0,16,332,194,0,0,542,0,0
569,64,0,3,180,6,3,3,76,335,3,0,21,178,135,3,1,338,0,0
570,12,0,1,23,0,1,0,23,60,0,0,1,28,30,1,0,60,0,0
571,2,1,1,7,1,2,0,18,32,1,1,2,14,17,1,0,34,0,0
572,38,1,4,68,4,2,1,72,190,0,0,4,121,61,1,3,190,0,0
573,2,0,1,4,0,2,0,0,9,0,0,2,2,5,0,0,9,0,0
574,4,1,0,5,0,0,0,0,10,0,0,0,3,6,0,1,10,0,0
575,83,0,0,95,2,4,3,134,321,5,0,8,186,132,0,0,326,0,0
576,22,1,0,11,3,1,1,22,61,0,0,1,38,22,0,0,61,0,0
577,54,3,0,104,1,2,2,87,253,2,0,10,172,73,0,0,255,0,0
578,55,0,0,101,1,2,2,105,266,1,0,8,146,113,0,0,267,0,0
579,3,0,0,6,2,1,0,7,19,1,0,0,14,6,0,0,20,0,0
580,3,0,0,1,0,1,0,1,6,0,0,0,6,0,0,0,6,0,0
581,1,0,0,4,0,0,0,0,5,0,0,0,4,1,0,0,5,0,0
582,12,1,1,4,2,0,1,11,32,2,0,0,23,11,0,0,34,0,0
583,2,0,0,3,0,0,0,3,8,0,0,0,2,6,0,0,8,0,0
584,2,0,0,3,0,0,0,2,7,1,0,0,4,4,0,0,8,0,0
585,0,1,0,6,2,0,1,3,13,1,0,0,5,9,0,0,14,0,0
586,31,0,1,66,5,2,2,98,205,4,0,9,122,78,0,0,209,0,0
587,38,0,0,56,3,2,3,49,151,1,0,5,91,56,0,0,152,0,0
588,102,1,3,192,6,10,3,215,532,7,0,27,364,148,0,0,539,0,0
589,34,2,0,59,7,2,0,98,202,2,0,5,127,70,2,0,204,0,0
590,79,1,6,209,6,2,0,223,526,7,0,17,324,191,1,0,533,0,0
591,10,2,1,13,2,0,0,24,52,4,0,2,29,25,0,0,56,0,0
592,21,1,1,54,3,3,1,28,112,1,0,5,69,38,0,1,113,0,0
593,51,4,7,92,4,4,3,127,292,2,0,3,190,101,0,0,294,0,0
594,16,1,2,28,2,1,1,45,96,0,0,4,61,30,1,0,96,0,0
595,6,1,0,8,1,2,0,10,28,0,0,0,19,9,0,0,28,0,0
596,55,0,1,61,5,4,2,102,230,2,0,9,145,76,2,0,232,0,0
597,20,2,1,47,6,2,2,50,130,3,0,1,70,62,0,0,133,0,0
598,23,3,1,28,1,1,1,58,116,5,0,1,86,34,0,0,121,0,0
599,17,0,0,38,2,1,1,29,88,1,0,5,57,27,0,0,89,0,0
600,27,6,3,94,7,1,5,87,230,3,0,10,128,95,0,0,233,0,0
601,147,3,3,229,7,4,0,272,665,7,0,27,390,254,1,0,672,0,0
602,57,1,3,75,11,1,1,81,230,5,0,2,141,92,0,0,235,0,0
603,48,3,3,74,2,4,1,111,246,3,0,9,158,82,0,0,249,0,0
604,147,7,2,227,10,5,3,366,767,18,0,16,503,265,1,0,785,0,0
605,7,1,0,21,0,1,0,27,57,1,0,0,44,14,0,0,58,0,0
606,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,2,0,0
607,3,0,0,5,0,0,0,3,11,0,0,0,4,7,0,0,11,0,0
608,7,1,0,4,0,1,0,8,21,1,0,0,15,7,0,0,22,0,0
609,87,1,3,217,8,8,8,170,502,6,0,22,256,230,0,0,508,0,0
610,34,0,0,56,2,2,0,70,164,3,0,5,112,50,0,0,167,0,0
611,5,1,0,2,1,0,0,5,14,0,0,0,10,4,0,0,14,0,0
612,100,1,4,273,8,4,3,259,652,7,1,19,457,184,0,0,660,0,0
613,13,1,0,13,2,4,0,22,55,0,0,0,32,23,0,0,55,0,0
614,27,2,5,48,4,3,2,41,132,1,0,3,89,41,0,0,133,0,0
615,40,4,0,64,1,1,0,104,214,3,1,6,135,77,0,0,218,0,0
616,71,6,1,153,6,4,2,180,423,2,0,12,269,143,0,1,425,0,0
617,42,3,5,67,7,5,1,78,208,3,0,5,139,67,0,0,211,0,0
618,34,1,2,71,6,1,1,97,213,6,0,8,129,82,0,0,219,0,0
619,155,3,1,277,4,9,4,340,793,8,0,27,555,217,2,0,801,0,0
620,72,0,3,167,4,8,4,77,335,4,0,19,238,82,0,0,339,0,0
621,12,0,0,34,0,0,2,27,75,0,0,2,41,32,0,0,75,0,0
622,100,2,0,160,10,6,1,190,469,9,0,14,332,131,1,0,478,0,0
623,37,5,0,67,3,1,2,74,189,4,0,9,124,60,0,0,193,0,0
624,53,4,0,94,3,3,2,90,249,5,0,0,144,110,0,0,254,0,0
625,65,3,6,128,4,5,1,106,318,7,0,11,195,119,0,0,325,0,0
626,97,4,0,217,5,5,6,169,503,6,0,14,318,176,1,0,509,0,0
627,10,2,2,48,5,1,2,38,108,1,0,12,62,35,0,0,109,0,0
628,17,2,1,30,1,2,1,21,75,2,0,7,46,24,0,0,77,0,0
629,1,0,0,3,1,0,1,2,8,0,0,0,6,2,0,0,8,0,0
630,8,0,0,12,1,0,1,10,32,2,0,0,23,11,0,0,34,0,0
631,61,2,2,161,5,5,3,171,410,6,0,19,278,119,0,0,416,0,0
632,62,3,2,115,5,2,3,161,353,2,0,3,243,109,0,0,355,0,0
633,101,3,3,253,4,6,3,236,609,4,0,22,338,252,1,0,613,0,0
634,43,1,2,93,2,7,1,95,244,7,0,5,159,87,0,0,251,0,0
635,77,3,2,167,4,2,5,211,471,5,0,15,310,151,0,0,476,0,0
636,80,2,0,169,3,0,0,235,489,7,0,8,341,147,0,0,496,0,0
637,28,1,2,42,2,4,2,48,129,2,0,5,66,60,0,0,131,0,0
638,8,0,1,7,1,0,1,10,28,1,0,0,20,9,0,0,29,0,0
639,66,0,7,142,6,2,1,168,392,9,0,19,277,105,0,0,401,0,0
640,108,4,1,139,7,5,0,150,414,2,0,13,258,145,0,0,416,0,0
641,86,2,1,123,1,1,3,141,358,5,0,15,228,120,0,0,363,0,0
642,79,0,1,131,0,2,0,123,336,1,0,10,191,134,2,0,337,0,0
643,56,1,2,119,2,2,5,113,300,2,0,2,209,91,0,0,302,0,0
644,83,6,7,154,5,6,5,165,431,3,0,22,268,141,2,1,434,0,0
645,17,0,1,49,2,0,1,47,117,3,0,5,53,62,0,0,120,0,0
646,14,3,6,41,5,5,3,54,131,10,0,3,75,62,1,0,141,0,0
647,23,7,5,63,9,4,3,53,167,15,0,1,109,71,1,0,182,0,0
648,80,1,1,181,9,6,4,188,470,4,0,16,283,174,1,0,474,0,0
649,10,8,8,80,5,7,3,57,178,4,0,7,104,70,1,0,182,0,0
650,115,6,3,245,3,4,4,268,648,6,0,18,448,185,1,2,654,0,0
651,45,4,5,72,5,2,1,76,210,6,0,5,143,68,0,0,216,0,0
652,14,1,2,51,2,3,0,22,95,1,0,3,58,35,0,0,96,0,0
653,5,0,0,5,0,1,1,5,17,0,0,0,11,6,0,0,17,0,0
654,27,5,0,72,4,4,0,64,176,1,0,9,118,50,0,0,177,0,0
655,67,3,4,112,4,0,1,149,340,4,0,14,178,152,0,0,344,0,0
656,1,0,0,5,1,0,0,2,9,0,0,0,1,8,0,0,9,0,0
657,18,1,3,52,1,0,1,70,146,3,0,8,98,43,0,0,149,0,0
658,39,0,3,133,6,3,1,135,320,2,0,13,196,113,0,0,322,0,0
659,84,1,1,161,2,4,1,204,458,4,0,12,283,167,0,0,462,0,0
660,12,0,2,9,1,4,0,18,46,1,0,1,37,9,0,0,47,0,0
661,74,2,2,119,4,3,4,126,334,3,0,9,206,122,0,0,337,0,0
662,62,3,0,133,3,4,3,153,361,2,0,12,246,104,1,0,363,0,0
663,11,0,0,31,0,1,0,28,71,0,0,1,49,21,0,0,71,0,0
664,9,0,0,33,1,1,2,29,75,0,0,7,44,24,0,0,75,0,0
665,85,4,1,190,7,10,1,187,485,7,0,14,333,143,2,0,492,0,0
667,86,1,1,111,1,0,1,112,313,2,0,18,180,115,1,1,315,0,0
668,88,3,3,135,9,1,3,169,411,1,0,17,239,156,0,0,412,0,0
669,128,4,1,228,6,3,1,245,616,6,0,23,315,283,1,0,622,0,0
670,108,3,2,322,9,4,4,316,768,4,0,26,544,200,2,0,772,0,0
671,57,2,2,75,6,7,2,112,263,2,0,5,154,106,0,0,265,0,0
672,85,3,3,115,2,2,2,186,398,2,0,3,250,145,2,0,400,0,0
673,95,0,1,214,3,2,1,237,553,7,0,32,376,151,1,0,560,0,0
674,126,2,5,250,13,5,4,295,700,7,0,12,443,252,0,0,707,0,0
675,55,0,1,74,3,4,1,111,249,1,0,3,159,87,1,0,250,0,0
676,29,3,2,59,3,3,1,74,174,3,0,5,103,68,0,1,177,0,0
677,6,0,0,19,0,0,1,13,39,0,0,2,19,18,0,0,39,0,0
678,4,0,0,16,0,0,0,12,32,1,0,0,22,11,0,0,33,0,0
679,30,0,0,61,2,1,1,65,160,9,0,4,116,49,0,0,169,0,0
680,1,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,2,0,0
681,3,0,0,2,0,0,0,1,6,1,0,0,2,5,0,0,7,0,0
682,61,2,1,136,6,4,1,192,403,4,0,16,237,154,0,0,407,0,0
683,1,0,0,2,0,0,0,1,4,0,0,0,2,2,0,0,4,0,0
684,82,4,4,92,5,6,3,142,338,4,0,7,202,133,0,0,342,0,0
685,4,0,0,12,0,0,1,7,24,0,0,2,16,6,0,0,24,0,0
686,2,0,0,3,1,0,0,6,12,0,0,0,7,5,0,0,12,0,0
687,80,3,1,168,5,4,0,146,407,5,0,5,253,154,0,0,412,0,0
688,107,0,4,204,5,3,1,234,558,3,0,17,385,158,1,0,561,0,0
689,30,2,1,54,1,0,1,41,130,4,0,2,63,69,0,0,134,0,0
690,115,6,2,258,4,3,2,271,661,3,0,9,410,238,4,3,664,0,0
691,163,6,3,238,4,5,3,319,741,5,0,11,496,239,0,0,746,0,0
692,89,5,1,201,5,9,0,225,535,5,1,20,334,186,1,0,541,0,0
693,9,1,0,10,2,1,0,17,40,1,0,2,24,15,0,0,41,0,0
694,21,1,0,44,1,3,1,47,118,0,1,7,75,37,0,0,119,0,0
695,14,1,1,53,2,3,0,77,151,0,0,11,93,47,0,0,151,0,0
696,24,1,1,65,2,1,0,70,164,0,0,9,100,55,0,0,164,0,0
697,18,1,1,44,2,4,0,37,107,1,0,1,65,42,0,0,108,0,0
698,6,0,0,11,0,0,0,5,22,0,0,3,13,6,0,0,22,0,0
699,45,1,2,149,5,3,5,132,342,5,0,13,233,99,2,0,347,0,0
700,40,0,2,77,6,1,1,127,254,1,0,5,169,81,0,0,255,0,0
701,6,1,0,8,1,0,0,20,36,0,0,2,26,8,0,0,36,0,0
702,4,0,0,6,2,1,0,8,21,0,0,2,6,13,0,0,21,0,0
703,101,6,3,286,2,9,14,231,652,3,0,33,411,210,0,1,655,0,0
704,107,2,1,224,11,4,1,229,579,11,0,22,376,192,0,0,590,0,0
705,2,1,1,2,0,0,1,2,9,0,0,1,1,7,0,0,9,0,0
706,24,1,2,61,1,1,3,68,161,3,0,9,100,55,0,0,164,0,0
707,24,1,1,59,3,2,1,68,159,2,0,1,114,46,0,0,161,0,0
708,2,0,1,7,1,0,0,9,20,0,0,0,6,14,0,0,20,0,0
709,78,2,2,127,8,9,1,149,376,5,0,7,259,115,0,0,381,0,0
710,60,3,0,122,5,0,2,66,258,7,0,4,137,124,0,0,265,0,0
711,68,7,1,175,10,6,2,137,406,2,0,19,220,168,1,0,408,0,0
712,35,1,4,44,5,1,0,73,163,5,0,1,103,64,0,0,168,0,0
713,34,1,1,39,4,0,1,58,138,4,0,2,68,72,0,0,142,0,0
714,5,0,0,4,1,1,0,5,16,0,0,0,9,7,0,0,16,0,0
715,4,0,0,5,0,0,0,6,15,0,0,0,8,7,0,0,15,0,0
